"element","name","card_name","card","rarity","max_lv","cost","atk","defense","hp","support","main_race","secondary_race","generation","main_skill","main_skill_turns","leader_skill","leader_skill_turns","source_page"
"Holy","Raijinmon","","6-102","SP +","70","7","222","147","199","136","Holy","N/A","Ultimate","All Holy","9","Extra Large Damage to All","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Terriermon","","6-121","Queen","40","4","132","118","143","114","Holy","N/A","Child","Large Recovery","9","Extra Large Holy Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Tinkermon","","6-154","Rare","30","3","135","94","99","109","Holy","N/A","Child","All Nine","9","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Goldnumemon","GoldNumemon","6-186","King","50","7","134","199","150","137","Holy","N/A","Ultimate","Evolution 1","5","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Platinum Numemon","PlatinumNumemon","6-187","King","50","7","121","105","144","173","Holy","N/A","Ultimate","Evolution 1","5","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Darcmon","","6-217","Queen","60","7","191","181","171","141","Holy","N/A","Adult","Medium Holy Attack Boost","8","Holy Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Qinglongmon","","6-218","SP +","70","7","165","101","300","121","Holy","N/A","Ultimate","Enemy Attack Down Extra Large","18","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Gargomon","","6-222","Queen","40","4","113","130","124","114","Holy","N/A","Armor","All Holy","9","Medium Recovery","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Goddramon","","6-229","God +","60","7","155","154","199","115","Holy","N/A","Ultimate","Large Defense Boost","13","Extra Large Attack Boost","20","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Holydramon","","6-230","God +","60","7","167","114","201","188","Holy","N/A","Ultimate","Large Skill Boost","19","Total Weaken All Enemies","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Aegiomon","","6-331","Queen","30","2","97","87","99","76","Holy","N/A","Adult","Enemy Attack Down Large","13","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Qinglongmon","","6-367","SP +","70","7","194","153","188","200","Holy","N/A","Ultimate","Big Enemy Attack Delay","14","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Mihiramon","","6-375","King","50","5","129","165","136","116","Holy","N/A","Perfect","Medium Recovery Boost","6","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Majiramon","","6-376","King","50","5","173","125","180","123","Holy","N/A","Perfect","Small Defense Boost","6","Weaken All Enemies","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Tyilinmon","","6-377","God","60","7","161","153","160","128","Holy","N/A","Perfect","Medium Recovery Boost","6","All Healing","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Terriermon","","6-399","God","40","7","99","138","113","201","Holy","N/A","Child","Dark Support","4","Dark Seal","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Lucemon","","6-407","Rare","30","5","118","69","104","131","Holy","N/A","Child","All Healing","7","Dark Support","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Kinkakumon","","6-451","King","50","5","134","163","120","132","Holy","N/A","Adult","Weaken Dark Enemies","11","Medium Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Patamon","","6-467","God +","10","2","21","23","49","25","Holy","N/A","Child","Dark Support","5","Recovery Boost 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Lopmon","","6-469","God +","10","2","38","51","52","29","Holy","N/A","Child","Small Holy Defense Boost","7","All blow (low)","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Plotmon","","6-474","God +","10","2","23","42","34","25","Holy","N/A","Child","Recovery Boost 2","8","Small Holy Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Dynasmon","","6-510","SP +","70","7","214","161","192","139","Holy","N/A","Ultimate","Large Absorption","9","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Magnamon","","6-511","SP +","70","7","124","220","157","116","Holy","N/A","Armor","All Attack","4","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Indaramon","","6-512","SP +","70","7","199","178","218","132","Holy","N/A","Ultimate","Medium Holy Defense Boost","8","Medium Holy Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Kyubimon","","6-513","God +","60","7","123","109","137","118","Holy","N/A","Adult","Small Absorption","5","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sandiramon","","6-514","God +","60","7","156","176","161","108","Holy","N/A","Perfect","Medium Damage to All","10","Medium Recovery","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Zhuqiaomon","","6-515","God +","60","7","203","144","134","131","Holy","N/A","Ultimate","Enemy Attack Down Medium","8","Extreme Elements","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Dukemon: Crimsonmode","Dukemon: Crimson Mode","6-516","God +","60","7","202","116","171","102","Holy","N/A","Ultimate","Large Holy Attack Boost","12","All Nine","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Goddramon","","6-518","God","60","7","167","170","143","132","Holy","N/A","Ultimate","Holy Drive","4","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Holydramon","","6-533","God +","60","7","167","114","201","188","Holy","N/A","Ultimate","Large Skill Boost","19","Total Weaken All Enemies","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Dynasmon","","6-536","SP +","70","7","214","161","192","139","Holy","N/A","Ultimate","Large Absorption","9","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Magnamon","","6-537","SP +","70","7","124","220","157","116","Holy","N/A","Armor","All Attack","4","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Indaramon","","6-538","SP +","70","7","199","178","218","132","Holy","N/A","Ultimate","Medium Holy Defense Boost","8","Medium Holy Attack Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Dukemon","","6-540","God +","60","7","179","161","193","101","Holy","N/A","Ultimate","Holy Release","7","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Darcmon","","6-543","SP +","70","7","154","119","134","131","Holy","N/A","Adult","All Holy","9","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Susanoomon","","6-563","SP +","70","7","214","175","240","108","Holy","N/A","Ultimate","Large Holy Attack Boost","13","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Lucemon","","6-566","God +","60","7","124","121","103","157","Holy","N/A","Child","All Holy","9","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Goddramon","","6-577","God +","60","7","155","154","199","115","Holy","N/A","Ultimate","Large Defense Boost","13","Extra Large Attack Boost","20","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Qinglongmon","","6-580","God","60","4","124","136","137","105","Holy","N/A","Ultimate","All Holy","9","Extra Large Damage to All","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Valkyrimon","","6-585","SP +","70","7","115","177","136","189","Holy","N/A","Ultimate","Medium Holy Attack Boost","7","Large Recovery","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sleipmon","","6-586","SP +","70","7","173","162","204","140","Holy","N/A","Ultimate","Weaken Dark Enemies","11","All Nine","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Anubimon","","6-587","God","60","7","131","180","156","202","Holy","N/A","Ultimate","Large Holy Attack Boost","13","Holy Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Nefertimon","","6-589","Queen","40","4","114","128","131","121","Holy","N/A","Armor","Dark Support","4","All Healing","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sethmon","","6-594","Queen","40","4","134","134","170","145","Holy","N/A","Armor","All Attack","5","Large Absorption","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Holsmon","","6-595","Queen","40","4","123","102","150","94","Holy","N/A","Armor","Small Enemy Attack Delay","9","Enemy Attack Down Small","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon","","6-615","SP +","70","7","165","173","188","152","Holy","N/A","Perfect","All Holy","9","Total Recovery","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Tinkermon","","6-621","Queen","40","4","140","108","110","124","Holy","N/A","Child","Holy Drive","4","Small Holy Defense Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Cutemon","","6-623","Rare","30","5","98","87","94","106","Holy","N/A","Xros Wars","Holy Drive","4","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sakuyamon","","6-624","God","60","7","151","140","154","172","Holy","N/A","Ultimate","Enemy Defense Down Medium","8","Weaken Dark Enemies","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Ofanimon","","6-625","God","60","7","149","138","172","136","Holy","N/A","Ultimate","Holy Release","7","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon","","6-628","God","60","7","123","162","154","143","Holy","N/A","Perfect","Medium Recovery","7","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Mervamon","","6-649","SP +","70","7","186","143","145","184","Holy","N/A","Xros Wars","Weaken Dark Enemies","11","Evolution 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Venusmon","","6-650","SP +","70","7","129","201","165","205","Holy","N/A","Ultimate","Holy Release","7","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Huanglongmon","","6-681","King","50","5","106","102","120","94","Holy","N/A","Ultimate","Extra Large Damage to All","20","Extra Large Holy Defense Boost","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Andiramon","","6-688","King","50","5","137","151","174","150","Holy","N/A","Perfect","Dark Seal","4","Recovery Boost 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Plotmon","","6-692","God","10","2","23","42","34","25","Holy","N/A","Child","Recovery Boost 2","8","Small Holy Attack Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Kuzuhamon","","6-693","SP +","70","7","205","164","174","155","Holy","N/A","Ultimate","Medium Damage to All","11","Extra Large Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Quetzalmon","","6-729","Queen","40","4","98","121","132","144","Holy","N/A","Armor","Medium Holy Defense Boost","8","Small Absorption","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Marinangemon","MarinAngemon","6-734","God +","60","7","93","122","101","135","Holy","N/A","Ultimate","Large Holy Defense Boost","13","Holy Drive","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sistermon Blanc","","6-778","God","60","7","97","160","134","187","Holy","N/A","Child","Recovery Boost 1","5","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sistermon Blanc","","6-814","God","60","7","107","162","144","197","Holy","N/A","Child","Recovery Boost 1","5","Large Recovery","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Yggdrasil 7D6","","6-833","God","60","7","156","159","123","193","Holy","N/A","Ultimate","Large Attack Boost","14","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Yggdrasil 7D6","","6-834","God +","60","7","162","168","133","195","Holy","N/A","Ultimate","Enemy Attack Down Large","13","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Yggdrasil 7D6","","6-835","God","60","7","161","162","127","196","Holy","N/A","Ultimate","Large Attack Boost","14","Wild Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Yggdrasil 7D6","","6-836","God +","60","7","164","173","138","198","Holy","N/A","Ultimate","Enemy Attack Down Large","13","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Minervamon","","6-850","SP +","70","7","191","138","165","154","Holy","N/A","Ultimate","Small Skill Boost","14","Replace (recovery)","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Shoutmon DX","","6-851","SP +","70","7","189","202","172","111","Holy","N/A","Xros Wars","Small Enemy Attack Delay","9","All Holy","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Petermon","","6-852","SP +","70","7","176","118","151","216","Holy","N/A","Adult","All Nine","9","High KO Enemy","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Aegiochusmon Holy","","6-853","King","50","5","114","127","123","172","Holy","N/A","Perfect","Medium Recovery","7","Medium Defense Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Aegiochusmon Holy","","6-854","God","60","7","133","142","134","190","Holy","N/A","Perfect","Large Recovery","9","Holy Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Aegiochusmon Holy","","6-855","God +","60","7","140","153","137","197","Holy","N/A","Perfect","Total Recovery","14","Replace (holy)","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Bakumon","","6-871","SP +","40","4","108","129","113","104","Holy","N/A","Child","Small Holy Defense Boost","7","Small Absorption","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Sanzomon","","6-873","God","70","7","191","138","171","188","Holy","N/A","Perfect","Reshuffle (holy)","5","All Nine","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Jupitermon: Wrathmode","Jupitermon: Wrath Mode","6-891","Legendary Rare","70","7","228","156","242","165","Holy","N/A","Ultimate","Extreme Elements","9","Replace (wild)","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Jupitermon: Wrathmode","Jupitermon: Wrath Mode","6-892","Legendary Rare","70","7","233","161","247","171","Holy","N/A","Ultimate","Extreme Elements","9","Replace (wild)","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Ofanimon","","6-919","SP","60","5","148","154","167","193","Holy","N/A","Ultimate","Super-Maximum Shield Special","6","Weaken All Enemies","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Junomon","","6-933","SP +","70","7","153","197","178","231","Holy","N/A","Ultimate","Total Recovery","13","Evolution 2","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Apollomon","","6-934","SP +","70","7","193","128","213","155","Holy","N/A","Ultimate","All Nine","9","Medium Damage to All","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Junomon","","6-951","SP +","70","7","158","202","183","236","Holy","N/A","Ultimate","Total Recovery","13","Evolution 2","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon","","6-966","God","60","7","143","147","154","175","Holy","N/A","Perfect","Reshuffle (recovery)","6","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon","","6-967","God","60","7","148","152","159","180","Holy","N/A","Perfect","Reshuffle (recovery)","6","Small Skill Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon vs Ladydevimon","Angewomon vs LadyDevimon","6-984","Legendary Rare","70","7","190","186","176","221","Holy","Dark","Perfect/Perfect","All Nine","8","Extreme Elements","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Angewomon vs Ladydevimon","Angewomon vs LadyDevimon","6-985","Legendary Rare","70","7","195","191","181","226","Holy","Dark","Perfect/Perfect","All Nine","8","Extreme Elements","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Ancientirismon","AncientIrismon","7-035","King","50","5","102","122","145","156","Holy","N/A","Hybrid","Weaken All Enemies","13","Dark Seal","3","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Chaosmon","","7-068","God +","60","7","159","129","193","141","Holy","N/A","Ultimate","Dark Support","3","Holy Drive","3","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Holy","Chaosmon","","7-069","God +","60","7","169","139","203","158","Holy","N/A","Ultimate","Dark Support","3","Holy Drive","3","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Holy"
"Knight","Hagurumon","","1-029","Common","10","1","26","29","48","19","Machine","N/A","Child","Small Defense Boost","6","Small Damage Return","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kokuwamon","","1-030","Common","20","2","37","34","51","24","Machine","N/A","Child","Small Damage to All","8","Recovery Boost 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Revolmon","","1-036","Rare","30","3","151","138","99","101","Machine","N/A","Adult","Knight Drive","4","Recovery Boost 2","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Tankmon","","1-037","Uncommon","20","3","60","63","76","49","Machine","N/A","Adult","Medium Damage Return","7","Knight Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Guardromon","","1-038","Uncommon","20","3","53","70","75","45","Machine","N/A","Adult","Medium Defense Boost","8","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Knightmon","","1-041","Rare","30","4","81","82","97","80","Machine","N/A","Perfect","Large Damage Return","10","Large Defense Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Andromon","","1-042","Rare","30","4","32","80","96","68","Machine","N/A","Perfect","Large Defense Boost","15","Evolution 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Mugendramon","","1-047","King","50","7","110","114","124","90","Machine","N/A","Ultimate","Large Absorption","9","Large Defense Boost","14","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Kotemon","","2-021","Common","10","2","25","44","51","24","Machine","N/A","Child","Small Damage Return","5","Knight Drive","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Gargomon","","2-024","Uncommon","20","3","56","67","72","38","Machine","N/A","Adult","Evolution 1","6","Medium Recovery Boost","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Rapidmon","","2-030","Uncommon","20","3","59","66","74","37","Machine","N/A","Armor","Evolution 2","8","Recovery Boost 1","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Seraphimon","","2-037","King","50","5","96","101","122","102","Machine","N/A","Ultimate","Extra Large Damage Return","13","Extra Large Knight Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Blackmetalgarurumon","BlackMetalGarurumon","2-041","Queen","40","5","93","105","110","68","Machine","N/A","Ultimate","Extra Large Damage to All","20","Extra Large Knight Defense Boost","19","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Toyagumon","ToyAgumon","3-021","Common","10","1","21","29","46","20","Machine","N/A","Child","Small Damage to All","8","Small Defense Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Magnamon","","3-022","Queen","50","2","118","118","123","92","Machine","N/A","Armor","Large Attack Boost","14","Medium Damage to All","11","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Mechanorimon","","3-024","Uncommon","20","2","50","60","66","33","Machine","N/A","Adult","Medium Damage to All","12","Medium Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Giromon","","3-025","Rare","30","3","76","70","90","67","Machine","N/A","Perfect","Large Damage Return","10","All Attack","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Megadramon","","3-028","Uncommon","30","3","168","72","88","59","Machine","N/A","Perfect","Extra Large Damage Return","13","Knight Release","7","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Craniummon","","3-031","King","50","5","101","103","110","71","Machine","N/A","Ultimate","Extra Large Defense Boost","22","Large Recovery","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Justimon","","3-033","King","50","5","103","102","123","103","Machine","N/A","Ultimate","Extra Large Damage to All","19","Evolution 1","5","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Saintgargomon","SaintGargomon","3-034","Queen","40","5","95","100","109","72","Machine","N/A","Ultimate","All Nine","10","Large Skill Boost","20","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Yaksamon","","4-024","Uncommon","20","3","58","67","77","41","Machine","N/A","Armor","Medium Damage Return","7","Medium Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Wolfmon","","4-025","Rare","30","3","85","84","98","58","Machine","N/A","Hybrid","Weaken Nature Enemies","12","Evolution 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Garummon","","4-026","Rare","30","3","80","88","99","70","Machine","N/A","Hybrid","Weaken Nature Enemies","12","Large Absorption","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Locomon","","4-029","Rare","30","3","61","84","87","55","Machine","N/A","Perfect","Large Damage to All","16","Small Skill Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Grandlocomon","GrandLocomon","4-031","Rare","30","3","80","83","98","64","Machine","N/A","Ultimate","Extra Large Damage to All","20","Recovery Boost 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Baihumon","","4-036","King","50","4","102","98","116","77","Machine","N/A","Ultimate","Weaken Knight Enemies","11","All Knight","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Beowolfmon","BeoWolfmon","4-037","Queen","40","4","94","94","108","73","Machine","N/A","Hybrid","Weaken Nature Enemies","12","Extra-Large Recovery Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Lordknightmon","LordKnightmon","4-038","King","50","4","93","109","113","78","Machine","N/A","Ultimate","Extra Large Damage Return","14","Evolution 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Dorumon","DORUmon","5-004","Common","10","2","40","27","53","26","Machine","N/A","Child","Evolution 1","6","Small Defense Boost","6","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Dorugamon","DORUgamon","5-005","Rare","20","3","67","50","77","49","Machine","N/A","Adult","Evolution 1","6","Medium Defense Boost","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Doruguremon","DORUguremon","5-006","Rare","30","5","92","71","99","70","Machine","N/A","Perfect","Evolution 2","8","Large Defense Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Alphamon","","5-007","God","50","6","118","93","122","92","Machine","N/A","Ultimate","All Nine","9","Extra Large Defense Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Gaioumon","","5-008","King","50","6","108","101","118","94","Machine","N/A","Ultimate","All Knight","10","Extra Large Attack Boost","22","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Vajramon","","5-009","King","50","6","100","81","110","86","Machine","N/A","Perfect","Knight Release","8","Large Defense Boost","15","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Zanbamon","","5-010","God","60","6","119","103","128","109","Machine","N/A","Ultimate","Knight Drive","4","Extra Large Attack Boost","21","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Vikemon","","5-012","God","60","7","127","125","133","96","Machine","N/A","Ultimate","Enemy Attack Down Extra Large","18","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Magnagarurumon","MagnaGarurumon","5-051","King","60","5","130","111","124","95","Machine","N/A","Hybrid","Large Knight Defense Boost","13","Large Recovery Boost","10","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Beelzebumon","","5-055","God","60","7","212","98","124","124","Machine","N/A","Ultimate","Extra Large Damage Return","13","Holy Seal","4","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Metalgreymon","","5-056","Common","40","3","111","99","100","89","Machine","N/A","Perfect","Large Damage Return","10","Recovery Boost 2","8","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Blackmetalgarurumon","BlackMetalGarurumon","5-057","Queen","50","5","149","68","125","90","Machine","N/A","Ultimate","Extra Large Damage to All","19","Extra Large Knight Defense Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Blackwargreymon","BlackWarGreymon","5-058","King","50","6","153","78","100","91","Machine","N/A","Ultimate","Weaken Nature Enemies","11","Extra Large Knight Attack Boost","18","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Darkdramon","","5-093","King","60","7","196","98","127","101","Machine","N/A","Ultimate","Damage Enemy","15","All Knight","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Alphamon","","5-210","SP","60","6","210","122","188","128","Machine","N/A","Ultimate","All Nine","9","Maximum Attack Boost","23","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
"Knight","Vikemon","","5-215","SP","60","7","226","132","158","143","Machine","N/A","Ultimate","Maximum Attack Boost","23","Large Absorption","9","https://digimon.fandom.com/wiki/Digimon%20Heroes!/Collection/Knight"
